customerID,gender,age,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,has_dependents,has_partner,num_support_tickets,is_active_member,churn
C104045,Male,69,23,46.56,1045.91,one year,Fiber,Electronic check,0,0,2,0,1
C104046,Male,80,6,33.42,240.81,month-to-month,DSL,Bank transfer,1,1,0,0,0
C104047,Male,74,48,24.84,1172.93,month-to-month,DSL,Credit card,0,0,2,0,1
C104048,Male,45,4,48.23,102.31,month-to-month,Fiber,Mailed check,0,1,3,1,1
C104049,Male,67,19,23.09,266.98,month-to-month,None,Mailed check,0,1,1,0,0
C104050,Male,20,5,21.01,44.23,one year,DSL,Credit card,1,0,2,0,0
C104051,Male,55,8,18.24,118.69,month-to-month,None,Bank transfer,0,0,0,0,1
C104052,Female,21,30,53.01,1598.74,month-to-month,Fiber,Electronic check,0,1,3,0,1
C104053,Female,66,58,21.55,1279.72,month-to-month,None,Credit card,0,0,2,1,0
C104054,Male,82,32,50.1,1590.45,month-to-month,Fiber,Mailed check,1,0,3,0,0
C104055,Male,63,38,50.31,1841.38,month-to-month,Fiber,Credit card,0,1,2,0,0
C104056,Female,74,14,49.13,668.73,month-to-month,Fiber,Bank transfer,1,1,2,0,0
C104057,Female,33,28,54.26,1508.48,month-to-month,Fiber,Electronic check,0,1,3,0,1
C104058,Male,84,3,40.45,208.23,month-to-month,DSL,Credit card,1,0,3,1,1
C104059,Female,54,10,51.46,542.48,month-to-month,Fiber,Electronic check,1,1,2,0,0
C104060,Male,63,8,51.41,328.46,one year,Fiber,Credit card,1,0,1,1,0
C104061,Male,69,3,47.82,127.7,month-to-month,Fiber,Credit card,1,0,2,0,0
C104062,Female,60,4,16.59,101.19,month-to-month,None,Credit card,0,1,1,0,0
C104063,Female,39,9,41.06,370.58,one year,Fiber,Electronic check,1,0,2,1,0
C104064,Female,58,2,25.41,0.0,month-to-month,DSL,Electronic check,1,1,1,1,0
C104065,Male,61,14,18.53,300.37,month-to-month,None,Electronic check,0,1,0,1,1
C104066,Female,75,1,29.43,47.6,one year,DSL,Electronic check,0,0,1,1,0
C104067,Male,50,2,35.01,62.18,month-to-month,DSL,Electronic check,0,1,2,1,0
C104068,Female,51,12,15.0,139.68,two years,None,Bank transfer,1,1,2,1,0
C104069,Male,51,3,18.38,105.81,month-to-month,None,Electronic check,0,1,2,0,0
C104070,Male,25,55,39.99,2108.74,two years,Fiber,Credit card,0,0,1,1,0
C104071,Female,24,11,46.17,430.16,one year,Fiber,Electronic check,0,0,1,0,1
C104072,Female,19,13,52.93,651.39,month-to-month,Fiber,Electronic check,1,1,2,0,0
C104073,Female,62,1,18.0,33.12,month-to-month,None,Bank transfer,0,1,1,0,1
C104074,Male,46,33,15.0,426.8,one year,None,Electronic check,0,0,0,1,0
C104075,Male,76,7,36.77,230.18,month-to-month,DSL,Bank transfer,1,0,1,1,0
C104076,Female,65,5,18.61,75.97,month-to-month,None,Bank transfer,0,1,1,0,1
C104077,Female,27,4,37.13,165.67,two years,Fiber,Bank transfer,0,1,2,1,1
C104078,Male,24,25,24.57,600.47,one year,DSL,Bank transfer,0,1,1,1,0
C104079,Female,42,40,20.39,801.98,two years,DSL,Credit card,1,1,1,1,0
C104080,Female,79,12,17.3,172.26,one year,DSL,Credit card,0,1,1,1,0
C104081,Male,21,5,15.0,129.45,one year,None,Electronic check,1,0,2,1,1
C104082,Female,30,4,47.1,221.39,one year,Fiber,Mailed check,0,1,2,0,0
C104083,Female,19,4,55.02,251.28,one year,Fiber,Credit card,0,0,2,0,0
C104084,Female,45,9,17.36,117.3,two years,DSL,Electronic check,0,0,2,1,0
C104085,Female,84,40,48.82,1927.35,one year,Fiber,Mailed check,1,1,1,1,0
C104086,Male,63,16,50.9,838.16,month-to-month,Fiber,Bank transfer,1,0,2,0,0
C104087,Female,51,7,25.8,151.23,month-to-month,None,Electronic check,1,1,1,1,1
C104088,Female,27,13,46.91,563.45,month-to-month,Fiber,Electronic check,1,0,1,1,0
C104089,Female,41,9,45.52,424.08,two years,Fiber,Credit card,0,0,2,0,0
C104090,Female,53,10,52.01,454.71,one year,Fiber,Electronic check,1,1,1,1,1
C104091,Male,36,17,57.22,962.32,month-to-month,Fiber,Electronic check,1,0,3,0,1
C104092,Male,65,3,27.14,126.02,month-to-month,None,Credit card,1,1,2,1,1
C104093,Male,83,20,50.95,1026.35,month-to-month,Fiber,Credit card,1,1,3,1,1
C104094,Female,31,42,22.92,910.48,month-to-month,None,Bank transfer,1,0,0,0,0
C104095,Female,34,3,22.9,92.34,one year,DSL,Electronic check,1,0,1,0,0
C104096,Female,26,14,33.89,444.34,one year,Fiber,Electronic check,1,0,2,0,0
C104097,Male,66,14,21.28,340.19,month-to-month,None,Credit card,1,0,1,0,0
C104098,Female,48,1,19.2,44.65,month-to-month,None,Electronic check,1,1,1,1,0
C104099,Male,37,11,54.82,585.61,month-to-month,Fiber,Credit card,0,0,2,0,0
C104100,Male,32,6,54.31,288.36,month-to-month,Fiber,Credit card,0,0,3,1,1
C104101,Female,22,22,15.0,287.54,two years,None,Electronic check,0,0,0,1,1
C104102,Male,49,20,31.7,763.4,two years,DSL,Bank transfer,1,1,0,0,0
C104103,Male,63,45,16.94,647.76,one year,None,Credit card,1,0,2,1,0
C104104,Male,33,14,23.58,242.09,month-to-month,DSL,Credit card,1,0,1,0,0
C104105,Male,18,4,24.28,152.24,month-to-month,DSL,Bank transfer,1,1,2,1,0
C104106,Male,49,2,29.11,102.55,two years,Fiber,Electronic check,1,0,4,0,1
C104107,Female,63,1,43.82,61.84,two years,Fiber,Bank transfer,1,1,2,1,1
C104108,Female,41,5,47.37,137.23,month-to-month,Fiber,Bank transfer,0,0,3,1,0
C104109,Male,34,27,20.8,588.49,one year,DSL,Bank transfer,1,1,1,0,0
C104110,Male,28,11,16.78,135.6,month-to-month,None,Electronic check,1,0,0,1,1
C104111,Male,67,5,48.5,237.54,month-to-month,Fiber,Credit card,1,0,4,1,1
C104112,Male,75,25,15.0,395.34,two years,None,Mailed check,0,1,1,0,1
C104113,Female,69,27,15.0,430.33,two years,DSL,Electronic check,1,1,2,0,0
C104114,Male,52,1,34.65,2.12,two years,Fiber,Electronic check,1,1,2,1,0
C104115,Male,66,9,32.33,355.17,month-to-month,DSL,Electronic check,0,0,1,1,1
C104116,Male,44,9,47.03,463.91,month-to-month,Fiber,Mailed check,0,0,1,0,0
C104117,Male,19,13,22.91,249.84,two years,DSL,Electronic check,0,1,1,1,1
C104118,Male,42,34,22.51,741.44,one year,DSL,Mailed check,0,0,0,0,1
C104119,Male,65,5,57.87,251.44,month-to-month,Fiber,Electronic check,0,0,2,1,1
C104120,Female,61,30,51.04,1528.17,month-to-month,Fiber,Electronic check,0,1,1,0,0
C104121,Female,84,15,56.13,873.43,month-to-month,Fiber,Electronic check,0,1,1,1,1
C104122,Female,84,14,47.59,573.71,one year,Fiber,Electronic check,1,1,1,0,0
C104123,Male,34,14,42.89,501.27,two years,Fiber,Electronic check,1,0,2,0,1
C104124,Female,18,13,46.24,559.49,month-to-month,Fiber,Electronic check,1,0,1,0,1
C104125,Female,36,7,55.84,458.49,month-to-month,Fiber,Bank transfer,1,1,3,0,1
C104126,Male,76,7,21.08,159.43,month-to-month,None,Mailed check,0,1,3,0,0
C104127,Male,72,27,15.23,490.1,month-to-month,None,Bank transfer,1,1,2,1,1
C104128,Female,24,4,19.45,70.01,month-to-month,DSL,Electronic check,0,1,2,1,0
C104129,Male,28,39,50.7,1935.19,month-to-month,Fiber,Electronic check,0,0,3,0,1
C104130,Male,55,5,22.54,28.88,one year,None,Electronic check,1,0,1,1,0
C104131,Female,62,13,15.46,159.58,month-to-month,None,Mailed check,0,1,4,0,0
C104132,Female,83,19,40.3,734.62,one year,Fiber,Bank transfer,0,0,3,0,1
C104133,Female,68,34,48.42,1524.98,month-to-month,Fiber,Credit card,0,0,1,1,0
C104134,Female,32,4,55.51,179.97,month-to-month,Fiber,Bank transfer,1,1,4,1,0
C104135,Female,20,24,15.0,317.51,month-to-month,None,Electronic check,1,0,1,0,0
C104136,Female,60,14,41.75,585.57,one year,Fiber,Electronic check,0,0,1,1,0
C104137,Male,55,7,24.97,172.69,month-to-month,DSL,Credit card,0,1,0,0,1
C104138,Female,79,12,22.81,289.73,month-to-month,None,Electronic check,1,0,1,0,0
C104139,Female,56,4,49.29,116.01,month-to-month,Fiber,Electronic check,0,1,3,0,1
C104140,Female,51,4,28.27,56.32,month-to-month,DSL,Electronic check,1,0,3,0,1
C104141,Female,38,7,29.1,249.99,month-to-month,DSL,Credit card,1,0,2,0,1
C104142,Male,23,7,53.92,364.52,month-to-month,Fiber,Credit card,1,1,3,1,1
C104143,Male,76,16,55.61,932.07,month-to-month,Fiber,Electronic check,0,0,2,0,1
C104144,Male,73,14,55.12,764.66,month-to-month,Fiber,Electronic check,1,1,1,0,1
C104145,Male,28,21,27.88,594.78,one year,DSL,Bank transfer,1,0,0,0,0
C104146,Male,65,26,36.92,986.34,month-to-month,DSL,Electronic check,1,1,1,1,1
C104147,Female,42,11,35.34,360.94,two years,Fiber,Electronic check,0,0,2,1,1
C104148,Female,47,43,26.94,1125.0,one year,DSL,Mailed check,1,1,1,1,0
C104149,Male,74,1,61.74,27.74,month-to-month,Fiber,Electronic check,0,0,2,0,1
C104150,Male,74,19,35.82,676.61,one year,Fiber,Electronic check,1,0,2,1,0
C104151,Female,30,11,27.33,329.33,month-to-month,DSL,Bank transfer,1,0,0,0,0
C104152,Female,38,2,34.82,49.31,two years,Fiber,Bank transfer,0,1,3,1,1
C104153,Female,73,31,21.44,722.51,two years,DSL,Bank transfer,0,1,0,1,1
C104154,Male,79,26,52.19,1444.4,one year,Fiber,Electronic check,0,0,1,1,1
C104155,Male,23,38,52.69,1958.2,month-to-month,Fiber,Electronic check,0,1,3,0,0
C104156,Female,73,4,38.91,215.08,two years,Fiber,Credit card,0,1,5,1,0
C104157,Male,50,6,17.73,105.48,one year,None,Electronic check,1,1,1,1,0
C104158,Male,57,11,18.55,223.1,two years,DSL,Electronic check,0,1,3,1,0
C104159,Male,23,2,20.97,35.25,month-to-month,None,Electronic check,0,1,3,1,1
C104160,Male,63,12,23.09,338.07,two years,DSL,Electronic check,1,0,0,1,0
C104161,Male,63,19,23.76,468.89,one year,None,Mailed check,0,0,1,1,0
C104162,Female,62,4,32.25,111.6,month-to-month,DSL,Electronic check,0,0,1,1,0
C104163,Male,70,18,41.09,718.72,two years,Fiber,Bank transfer,0,0,3,0,0
C104164,Female,81,5,35.18,115.82,one year,DSL,Electronic check,1,0,4,1,0
C104165,Female,74,8,30.22,213.18,two years,Fiber,Credit card,1,0,3,1,0
C104166,Male,67,40,29.54,1242.61,month-to-month,DSL,Bank transfer,0,1,0,0,1
C104167,Male,83,1,26.29,80.44,month-to-month,DSL,Electronic check,1,0,2,0,1
C104168,Female,63,17,23.81,372.73,one year,DSL,Credit card,1,0,0,0,0
C104169,Female,63,12,33.02,341.34,month-to-month,DSL,Credit card,1,1,1,1,0
C104170,Male,54,13,49.9,696.33,one year,Fiber,Electronic check,1,0,1,0,1
C104171,Male,69,7,42.4,318.24,one year,Fiber,Bank transfer,1,0,2,1,0
C104172,Female,22,12,33.35,301.35,month-to-month,DSL,Bank transfer,0,1,1,0,0
C104173,Male,51,9,15.0,278.99,one year,None,Bank transfer,0,1,1,1,0
C104174,Male,46,6,43.6,262.17,month-to-month,Fiber,Electronic check,0,1,1,1,0
C104175,Male,79,7,25.35,262.56,one year,DSL,Electronic check,0,1,1,1,0
C104176,Male,22,4,38.91,164.34,two years,Fiber,Electronic check,0,1,3,1,0
C104177,Female,61,3,57.45,120.32,month-to-month,Fiber,Electronic check,1,0,2,0,1
C104178,Male,30,51,60.64,3102.46,month-to-month,Fiber,Electronic check,1,1,1,0,0
C104179,Male,77,8,16.96,62.28,month-to-month,None,Credit card,0,0,1,0,1
C104180,Female,75,11,40.94,444.07,month-to-month,Fiber,Electronic check,1,0,1,0,1
C104181,Male,33,14,15.0,155.6,two years,None,Electronic check,1,1,1,1,0
C104182,Male,76,4,45.82,173.07,month-to-month,Fiber,Electronic check,1,1,2,1,1
C104183,Female,51,41,21.04,874.9,month-to-month,None,Electronic check,1,1,0,0,0
C104184,Male,83,8,48.69,404.33,month-to-month,Fiber,Credit card,1,1,3,1,0
C104185,Female,66,2,38.71,4.42,one year,Fiber,Credit card,1,0,4,1,1
C104186,Male,20,7,53.93,345.27,one year,Fiber,Electronic check,1,1,1,0,1
C104187,Male,31,5,53.31,167.81,month-to-month,Fiber,Electronic check,0,1,5,1,1
C104188,Male,45,12,38.8,496.58,month-to-month,DSL,Electronic check,0,0,2,0,0
C104189,Female,32,9,20.99,199.09,month-to-month,DSL,Credit card,1,0,2,0,0
C104190,Male,26,6,36.36,159.44,month-to-month,DSL,Electronic check,1,0,0,0,1
C104191,Male,83,0,29.25,70.29,month-to-month,DSL,Electronic check,1,1,1,0,1
C104192,Female,76,18,15.0,293.33,one year,None,Electronic check,1,1,0,1,0
C104193,Male,47,19,50.12,947.05,month-to-month,Fiber,Electronic check,0,1,1,1,0
C104194,Female,32,3,26.5,55.84,month-to-month,DSL,Electronic check,1,1,1,0,0
C104195,Male,30,16,44.29,676.68,one year,Fiber,Credit card,1,0,3,0,1
C104196,Female,79,20,29.73,555.18,one year,DSL,Electronic check,1,0,0,1,1
C104197,Male,40,28,15.0,478.7,month-to-month,None,Electronic check,0,0,2,0,0
C104198,Female,18,31,27.49,865.81,month-to-month,None,Electronic check,1,1,1,0,0
C104199,Male,44,7,26.96,136.29,one year,DSL,Electronic check,0,1,0,0,1
C104200,Female,48,10,49.45,559.33,month-to-month,Fiber,Credit card,1,1,1,0,0
C104201,Female,59,17,19.68,330.01,one year,None,Bank transfer,1,1,3,0,0
C104202,Male,40,14,46.82,609.52,one year,Fiber,Credit card,1,0,1,1,0
C104203,Male,79,6,15.0,188.77,two years,None,Credit card,1,1,0,0,0
C104204,Male,61,4,46.14,129.79,month-to-month,Fiber,Bank transfer,1,1,2,0,1
C104205,Female,84,29,37.5,1046.17,month-to-month,DSL,Bank transfer,0,1,2,1,0
C104206,Female,42,7,32.6,228.24,two years,Fiber,Mailed check,0,1,2,0,0
C104207,Female,61,5,29.02,161.19,month-to-month,DSL,Bank transfer,0,1,1,1,1
C104208,Male,42,32,15.0,442.36,month-to-month,None,Bank transfer,0,0,1,0,0
C104209,Female,64,9,52.44,361.41,month-to-month,Fiber,Bank transfer,1,1,1,0,1
C104210,Male,67,3,29.51,90.17,month-to-month,DSL,Electronic check,0,1,1,0,0
C104211,Female,39,21,38.75,761.5,one year,Fiber,Bank transfer,0,1,1,1,0
C104212,Male,80,3,35.66,89.01,two years,Fiber,Electronic check,1,0,3,0,1
C104213,Female,75,49,15.22,705.37,one year,None,Bank transfer,1,0,3,0,0
C104214,Female,77,14,51.43,665.77,month-to-month,Fiber,Mailed check,0,0,1,1,0
C104215,Female,32,17,30.31,502.02,two years,Fiber,Mailed check,1,0,1,1,0
C104216,Male,66,14,21.47,269.01,one year,DSL,Mailed check,1,0,2,1,0
C104217,Male,25,11,20.8,186.82,month-to-month,None,Bank transfer,0,1,1,0,1
C104218,Female,25,11,51.05,609.82,one year,Fiber,Bank transfer,0,1,2,0,0
C104219,Male,83,11,34.2,326.41,month-to-month,DSL,Electronic check,1,0,2,1,0
C104220,Male,28,4,47.73,178.28,month-to-month,Fiber,Electronic check,1,0,4,1,0
C104221,Female,75,13,50.0,648.07,one year,Fiber,Electronic check,0,0,2,1,1
C104222,Female,46,2,48.42,12.32,month-to-month,Fiber,Electronic check,0,0,3,1,1
C104223,Female,38,2,15.0,0.0,month-to-month,DSL,Electronic check,0,0,3,1,1
C104224,Female,22,16,52.2,833.29,one year,Fiber,Bank transfer,0,1,2,1,0
C104225,Male,63,29,22.29,642.51,month-to-month,None,Credit card,1,1,0,1,0
C104226,Male,66,23,30.94,672.22,month-to-month,DSL,Electronic check,1,1,0,1,0
C104227,Female,49,2,30.04,58.78,month-to-month,DSL,Credit card,0,1,3,1,1
C104228,Male,72,9,16.51,162.01,one year,None,Electronic check,0,0,1,1,0
C104229,Male,39,40,40.04,1630.8,two years,Fiber,Credit card,0,1,2,0,0
C104230,Male,54,16,48.55,810.19,month-to-month,Fiber,Mailed check,1,1,1,0,0
C104231,Female,37,24,15.0,420.45,one year,None,Bank transfer,1,1,2,1,0
C104232,Female,57,11,30.38,339.61,month-to-month,DSL,Electronic check,1,0,2,0,0
C104233,Male,27,34,15.59,460.74,month-to-month,None,Electronic check,0,1,1,1,1
C104234,Male,49,4,44.29,162.36,month-to-month,Fiber,Electronic check,0,0,3,1,1
C104235,Male,54,7,31.35,155.99,month-to-month,DSL,Bank transfer,0,1,0,1,1
C104236,Female,55,24,24.9,639.85,month-to-month,None,Credit card,1,0,0,1,0
C104237,Male,47,9,41.02,437.83,one year,Fiber,Bank transfer,1,0,1,1,0
C104238,Female,61,11,21.89,240.47,one year,DSL,Bank transfer,0,0,2,0,0
C104239,Male,52,8,15.0,178.12,two years,None,Electronic check,0,1,1,1,0
C104240,Male,36,5,15.0,129.7,two years,None,Bank transfer,0,1,2,1,1
C104241,Male,32,25,15.0,390.18,month-to-month,None,Credit card,0,1,1,0,0
C104242,Female,61,11,34.87,409.92,month-to-month,DSL,Electronic check,1,0,1,0,1
C104243,Male,80,13,21.32,324.57,month-to-month,DSL,Mailed check,0,1,1,0,0
C104244,Male,68,17,52.3,819.23,month-to-month,Fiber,Electronic check,1,1,1,0,1
C104245,Male,60,4,15.0,72.39,two years,None,Electronic check,1,0,1,1,0
C104246,Male,79,9,33.03,324.94,month-to-month,DSL,Electronic check,0,1,5,1,1
C104247,Male,78,26,55.83,1379.88,month-to-month,Fiber,Bank transfer,0,1,2,1,0
C104248,Female,51,17,29.85,603.07,month-to-month,DSL,Credit card,0,0,5,1,1
C104249,Male,25,15,45.67,739.66,two years,Fiber,Electronic check,1,0,2,1,0
C104250,Male,60,3,57.75,228.28,month-to-month,Fiber,Credit card,1,0,3,0,1
C104251,Male,59,12,31.73,401.23,one year,DSL,Credit card,0,0,1,1,0
C104252,Female,36,6,46.64,232.41,month-to-month,Fiber,Bank transfer,0,0,4,1,1
C104253,Male,74,28,40.15,1060.85,month-to-month,Fiber,Credit card,1,0,1,0,1
C104254,Male,76,2,49.38,93.79,month-to-month,Fiber,Credit card,0,0,3,0,0
C104255,Male,40,22,15.89,384.46,one year,None,Electronic check,1,0,0,1,0
C104256,Male,49,19,15.23,316.55,one year,DSL,Credit card,1,0,0,0,1
C104257,Male,31,25,30.31,843.15,month-to-month,DSL,Electronic check,1,0,0,1,0
C104258,Female,29,32,37.14,1172.83,month-to-month,Fiber,Electronic check,1,0,1,0,0
C104259,Male,35,12,57.73,674.75,month-to-month,Fiber,Electronic check,1,1,3,1,0
C104260,Male,42,21,32.39,680.52,month-to-month,DSL,Bank transfer,0,1,3,1,0
C104261,Male,36,30,15.91,419.5,month-to-month,None,Credit card,0,0,0,0,0
C104262,Male,28,24,30.63,810.3,month-to-month,DSL,Electronic check,1,1,0,0,1
C104263,Female,47,6,26.25,145.0,one year,DSL,Bank transfer,0,1,3,1,0
C104264,Female,59,7,17.41,134.56,one year,None,Electronic check,0,1,0,1,1
C104265,Female,39,35,15.35,577.86,one year,None,Credit card,0,0,1,0,0
C104266,Male,53,11,49.72,509.34,one year,Fiber,Electronic check,0,1,2,0,1
C104267,Female,36,29,15.0,448.87,two years,DSL,Bank transfer,0,0,1,1,0
C104268,Male,65,5,39.35,196.39,two years,Fiber,Bank transfer,1,1,3,1,0
C104269,Female,61,8,38.93,360.24,month-to-month,DSL,Electronic check,0,0,1,1,0
C104270,Female,82,16,48.24,772.28,month-to-month,Fiber,Credit card,0,1,1,1,1
C104271,Female,21,23,51.21,1034.91,month-to-month,Fiber,Credit card,1,0,2,1,0
C104272,Female,75,8,35.02,233.47,two years,Fiber,Mailed check,1,1,2,0,0
C104273,Male,40,13,60.78,715.21,month-to-month,Fiber,Bank transfer,0,0,2,0,1
C104274,Male,22,12,51.43,713.48,month-to-month,Fiber,Credit card,1,1,1,1,0
C104275,Female,64,11,23.71,331.5,month-to-month,DSL,Electronic check,1,0,0,0,0
C104276,Male,29,12,30.45,257.9,one year,DSL,Electronic check,0,0,2,0,1
C104277,Female,29,10,15.0,99.47,month-to-month,None,Bank transfer,1,1,0,1,0
C104278,Female,83,17,28.42,413.88,one year,DSL,Bank transfer,0,1,1,1,0
C104279,Female,32,14,35.15,502.92,month-to-month,DSL,Bank transfer,0,0,0,1,0
C104280,Male,54,16,30.13,434.34,two years,DSL,Bank transfer,0,0,0,1,0
C104281,Female,31,1,51.12,37.85,month-to-month,Fiber,Bank transfer,0,1,4,0,0
C104282,Male,26,2,40.24,11.63,two years,Fiber,Electronic check,1,0,3,1,0
C104283,Male,18,16,39.87,659.36,month-to-month,Fiber,Electronic check,1,0,1,1,0
C104284,Male,19,10,47.72,393.2,month-to-month,Fiber,Electronic check,0,0,3,0,1
C104285,Female,49,4,36.43,270.87,two years,Fiber,Electronic check,0,0,3,1,1
C104286,Female,47,48,19.1,991.84,two years,DSL,Bank transfer,1,0,0,0,1
C104287,Female,20,4,15.0,184.08,one year,None,Credit card,0,0,1,0,0
C104288,Female,41,12,15.0,210.32,two years,None,Electronic check,0,1,1,1,1
C104289,Male,36,8,47.2,455.47,month-to-month,Fiber,Bank transfer,1,0,2,1,1
C104290,Male,56,22,52.38,1196.95,month-to-month,Fiber,Electronic check,0,0,1,0,1
C104291,Female,84,27,49.42,1284.18,month-to-month,Fiber,Mailed check,1,1,2,1,0
C104292,Male,64,9,16.89,133.36,two years,DSL,Credit card,1,0,3,1,0
C104293,Male,79,10,21.43,235.52,one year,DSL,Electronic check,0,0,0,1,1
C104294,Female,30,2,15.0,87.61,two years,None,Credit card,1,1,2,0,0
C104295,Female,32,11,31.85,350.06,one year,DSL,Electronic check,0,1,2,1,0
C104296,Male,68,14,21.35,326.57,one year,DSL,Electronic check,1,0,1,0,0
C104297,Female,38,6,50.24,284.79,month-to-month,Fiber,Bank transfer,0,1,2,1,1
C104298,Male,74,19,52.42,975.34,month-to-month,Fiber,Credit card,1,0,3,1,0
C104299,Male,49,16,49.9,724.84,month-to-month,Fiber,Bank transfer,0,0,2,1,0
C104300,Male,31,17,16.2,297.52,one year,DSL,Credit card,1,1,3,0,0
C104301,Female,74,7,52.4,342.16,month-to-month,Fiber,Credit card,0,1,1,0,0
C104302,Male,54,29,15.0,370.76,two years,DSL,Bank transfer,0,1,0,0,0
C104303,Male,71,44,15.0,630.35,one year,None,Electronic check,1,1,1,0,0
C104304,Female,48,11,23.48,272.51,month-to-month,DSL,Electronic check,1,0,0,0,0
C104305,Female,26,17,19.19,359.65,two years,DSL,Bank transfer,1,1,1,0,0
C104306,Female,63,7,45.18,307.05,month-to-month,Fiber,Bank transfer,1,0,2,1,1
C104307,Female,26,21,17.82,427.69,one year,DSL,Electronic check,0,1,0,1,0
C104308,Female,62,11,51.9,645.41,month-to-month,Fiber,Electronic check,0,0,1,1,1
C104309,Female,45,6,29.87,164.85,month-to-month,DSL,Electronic check,1,0,1,0,1
C104310,Female,71,11,53.79,640.36,month-to-month,Fiber,Electronic check,0,1,4,1,1
C104311,Female,76,13,26.35,309.21,month-to-month,DSL,Mailed check,1,1,1,0,0
C104312,Male,45,3,44.68,69.03,one year,Fiber,Credit card,0,0,3,1,1
C104313,Male,77,35,24.0,792.82,two years,DSL,Bank transfer,0,0,0,1,0
C104314,Female,25,13,15.0,151.77,two years,DSL,Credit card,1,1,2,0,0
C104315,Male,25,10,26.69,245.03,month-to-month,DSL,Bank transfer,1,1,1,0,1
C104316,Female,84,4,15.0,159.11,two years,None,Electronic check,0,1,1,1,0
C104317,Male,56,14,50.1,675.19,month-to-month,Fiber,Bank transfer,1,0,2,0,1
C104318,Female,48,6,29.25,156.66,month-to-month,DSL,Credit card,1,1,1,0,0
C104319,Male,28,9,24.81,230.94,one year,DSL,Bank transfer,1,0,1,1,0
C104320,Female,37,11,26.12,221.23,two years,DSL,Mailed check,1,0,1,1,0
C104321,Male,63,26,19.88,524.17,two years,DSL,Bank transfer,0,1,0,0,0
C104322,Male,73,3,45.23,168.52,one year,Fiber,Electronic check,0,0,4,1,1
C104323,Male,79,9,49.92,523.38,month-to-month,Fiber,Electronic check,1,0,1,1,0
C104324,Female,45,5,15.0,140.69,month-to-month,None,Electronic check,0,0,2,0,1
C104325,Male,48,38,52.51,2013.65,month-to-month,Fiber,Electronic check,0,0,2,0,1
C104326,Female,28,5,25.89,118.3,month-to-month,DSL,Credit card,1,0,2,1,0
C104327,Male,23,6,23.69,133.86,month-to-month,DSL,Electronic check,0,0,1,1,1
C104328,Male,47,9,21.27,211.79,month-to-month,DSL,Electronic check,1,1,0,1,0
C104329,Female,56,2,22.31,42.28,month-to-month,DSL,Credit card,1,1,2,1,0
C104330,Male,24,11,38.65,420.65,month-to-month,Fiber,Credit card,0,1,3,1,1
C104331,Male,45,54,19.87,1026.5,one year,DSL,Mailed check,1,0,1,1,0
C104332,Female,60,6,27.83,200.49,month-to-month,DSL,Electronic check,0,1,0,0,1
C104333,Female,72,2,35.31,85.5,month-to-month,DSL,Electronic check,1,0,2,0,1
C104334,Female,80,6,45.3,234.01,one year,Fiber,Bank transfer,0,0,3,0,0
C104335,Male,40,11,26.27,363.39,one year,DSL,Credit card,0,1,2,1,0
C104336,Female,44,26,26.4,696.75,month-to-month,None,Electronic check,0,0,1,0,0
C104337,Male,76,10,35.74,286.23,month-to-month,Fiber,Credit card,0,0,3,0,0
C104338,Female,64,13,21.96,332.7,two years,DSL,Bank transfer,1,1,1,0,0
C104339,Female,36,4,46.57,152.67,one year,Fiber,Bank transfer,1,0,3,1,1
C104340,Male,63,10,54.12,520.69,month-to-month,Fiber,Electronic check,0,0,1,0,0
C104341,Male,28,25,41.02,1016.12,month-to-month,Fiber,Credit card,1,1,1,0,1
C104342,Male,48,14,47.13,702.98,month-to-month,Fiber,Mailed check,1,1,2,1,0
C104343,Male,38,38,25.35,960.23,month-to-month,DSL,Electronic check,1,0,0,0,0
C104344,Male,84,20,23.56,502.13,month-to-month,DSL,Electronic check,1,1,1,0,0
C104345,Female,20,17,31.56,457.9,two years,DSL,Electronic check,0,0,1,0,0
C104346,Male,75,16,47.17,699.55,month-to-month,Fiber,Electronic check,0,1,3,0,1
C104347,Male,36,19,54.64,1039.69,month-to-month,Fiber,Electronic check,1,1,3,0,0
C104348,Female,20,23,48.53,1079.9,one year,Fiber,Electronic check,1,0,1,1,1
C104349,Male,62,7,15.0,94.78,month-to-month,None,Mailed check,0,1,0,0,1
C104350,Female,63,5,42.37,249.17,one year,Fiber,Bank transfer,1,1,4,0,0
C104351,Female,27,18,20.3,325.27,month-to-month,None,Bank transfer,0,0,1,0,0
C104352,Female,20,29,51.98,1470.58,month-to-month,Fiber,Bank transfer,0,1,3,1,0
C104353,Male,25,6,51.65,315.41,month-to-month,Fiber,Electronic check,1,1,3,1,0
C104354,Male,45,5,48.77,137.51,two years,Fiber,Electronic check,1,0,5,0,0
C104355,Female,26,3,29.55,139.03,one year,DSL,Bank transfer,0,1,1,1,0
C104356,Female,65,1,28.28,34.79,one year,DSL,Bank transfer,1,0,1,0,0
C104357,Male,23,10,54.84,553.07,month-to-month,Fiber,Electronic check,1,1,2,1,0
C104358,Female,70,8,31.76,227.15,one year,DSL,Credit card,0,0,2,1,0
C104359,Female,76,31,26.88,867.89,month-to-month,DSL,Credit card,1,1,1,0,0
C104360,Male,66,5,37.1,177.44,one year,Fiber,Credit card,0,1,2,1,0
C104361,Female,81,11,46.97,577.94,month-to-month,Fiber,Bank transfer,1,1,3,0,0
